Party,Won,Total,Parliamentary Constituency,Candidate Name,candidateParty,Status,Votes,Margin
Nationalist Congress Party – Sharadchandra Pawar - NCPSP,8,8,Shirur(36),SANJAY LAXMAN PADWAL,Bhartiya Navjawan Sena (Paksha),lost,784,( -697908)
Nationalist Congress Party – Sharadchandra Pawar - NCPSP,8,8,Shirur(36),HARIDAS CHANDAR BHISE,Bharatiya Lokvikas Party,lost,723,( -697969)
Nationalist Congress Party – Sharadchandra Pawar - NCPSP,8,8,Shirur(36),SALIM BABA SAYYAD,Independent,lost,671,( -698021)
Nationalist Congress Party – Sharadchandra Pawar - NCPSP,8,8,Shirur(36),PRAKASH SUKHADEO JAMDHADE,Independent,lost,603,( -698089)
Nationalist Congress Party – Sharadchandra Pawar - NCPSP,8,8,Shirur(36),WAKHARE PRADIP PANDURANG,Independent,lost,574,( -698118)
Nationalist Congress Party – Sharadchandra Pawar - NCPSP,8,8,Shirur(36),RAHUL ARJUN HORE,Independent,lost,526,( -698166)
Nationalist Congress Party – Sharadchandra Pawar - NCPSP,8,8,Shirur(36),NOTA,None of the Above,,9661,( -689031)
Nationalist Congress Party – Sharadchandra Pawar - NCPSP,8,8,Ahmednagar(37),NILESH DNYANDEV LANKE,Nationalist Congress Party – Sharadchandra Pawar,won,624797,(+ 28929)
Nationalist Congress Party – Sharadchandra Pawar - NCPSP,8,8,Ahmednagar(37),DR. SUJAY RADHAKRISHNA VIKHEPATIL,Bharatiya Janata Party,lost,595868,( -28929)
Nationalist Congress Party – Sharadchandra Pawar - NCPSP,8,8,Ahmednagar(37),ALEKAR GORAKH DASHRATH,Independent,lost,44597,( -580200)
Nationalist Congress Party – Sharadchandra Pawar - NCPSP,8,8,Ahmednagar(37),DEELIP KONDIBA KHEDKAR,Vanchit Bahujan  Aaghadi,lost,13749,( -611048)
